Column,Percent Missing
CBC_ABSOLUTE_BASOPHILS,48.54671280276817
CBC_ABSOLUTE_BASOPHILS_days_before_surgery,48.54671280276817
CBC_ABSOLUTE_BLASTS,99.96539792387543
CBC_ABSOLUTE_BLASTS_days_before_surgery,99.96539792387543
CBC_ABSOLUTE_EOSINOPHILS,48.54671280276817
CBC_ABSOLUTE_EOSINOPHILS_days_before_surgery,48.54671280276817
CBC_ABSOLUTE_IMMATURE_GRANULOCYTES,77.47404844290658
CBC_ABSOLUTE_IMMATURE_GRANULOCYTES_days_before_surgery,77.47404844290658
CBC_ABSOLUTE_LYMPHOCYTES,48.5121107266436
CBC_ABSOLUTE_LYMPHOCYTES_days_before_surgery,48.5121107266436
CBC_ABSOLUTE_MONOCYTES,48.719723183391004
CBC_ABSOLUTE_MONOCYTES_days_before_surgery,48.719723183391004
CBC_ABSOLUTE_NEUTROPHILS,48.5121107266436
CBC_ABSOLUTE_NEUTROPHILS_days_before_surgery,48.5121107266436
CBC_ABSOLUTE_NEUTROPHIL_BANDS,99.68858131487889
CBC_ABSOLUTE_NEUTROPHIL_BANDS_days_before_surgery,99.68858131487889
CBC_ABSOLUTE_NEUTROPHIL_METAMYELOCYTES,99.37716262975779
CBC_ABSOLUTE_NEUTROPHIL_METAMYELOCYTES_days_before_surgery,99.37716262975779
CBC_ABSOLUTE_NEUTROPHIL_MYELOCYTES,99.41176470588235
CBC_ABSOLUTE_NEUTROPHIL_MYELOCYTES_days_before_surgery,99.41176470588235
CBC_ABSOLUTE_NEUTROPHIL_PROMYELOCYTES,99.93079584775086
CBC_ABSOLUTE_NEUTROPHIL_PROMYELOCYTES_days_before_surgery,99.93079584775086
CBC_ABSOLUTE_PLASMA,99.96539792387543
CBC_ABSOLUTE_PLASMA_days_before_surgery,99.96539792387543
CBC_ABSOLUTE_REACTIVE_LYMPHOCYTE,99.65397923875432
CBC_ABSOLUTE_REACTIVE_LYMPHOCYTES,99.96539792387543
CBC_ABSOLUTE_REACTIVE_LYMPHOCYTES_days_before_surgery,99.96539792387543
CBC_ABSOLUTE_REACTIVE_LYMPHOCYTE_days_before_surgery,99.65397923875432
CBC_ABSOLUTE_SEGS,100.0
CBC_ABSOLUTE_SEGS_days_before_surgery,100.0
CBC_ACANTHOCYTES,99.96539792387543
CBC_ACANTHOCYTES_days_before_surgery,99.96539792387543
CBC_ANISOCYTOSIS,99.41176470588235
CBC_ANISOCYTOSIS_days_before_surgery,99.41176470588235
CBC_ASBOLUTE_MONOCYTES,99.23875432525952
CBC_ASBOLUTE_MONOCYTES_days_before_surgery,99.23875432525952
CBC_AUER_RODS,100.0
CBC_AUER_RODS_days_before_surgery,100.0
CBC_BASOPHILIC_STIPPLING,99.96539792387543
CBC_BASOPHILIC_STIPPLING_days_before_surgery,99.96539792387543
CBC_BASOPHILS,48.23529411764706
CBC_BASOPHILS_days_before_surgery,48.23529411764706
CBC_BLASTS,99.96539792387543
CBC_BLASTS_days_before_surgery,99.96539792387543
CBC_BURR,99.79238754325259
CBC_BURR_days_before_surgery,99.79238754325259
CBC_COMMENT,99.51557093425606
CBC_COMMENT_days_before_surgery,99.51557093425606
CBC_DIFFERENTIAL_BANDS,100.0
CBC_DIFFERENTIAL_BANDS_days_before_surgery,100.0
CBC_DIFFERENTIAL_TYPE,81.10726643598616
CBC_DIFFERENTIAL_TYPE_days_before_surgery,81.10726643598616
CBC_DOHLE,99.96539792387543
CBC_DOHLE_days_before_surgery,99.96539792387543
CBC_ELLIPTOCYTES,99.96539792387543
CBC_ELLIPTOCYTES_days_before_surgery,99.96539792387543
CBC_EOSINOPHILS,48.5121107266436
CBC_EOSINOPHILS_days_before_surgery,48.5121107266436
CBC_HEMATOCRIT,48.37370242214533
CBC_HEMATOCRIT_days_before_surgery,48.37370242214533
CBC_HEMOGLOBIN,48.37370242214533
CBC_HEMOGLOBIN_days_before_surgery,48.37370242214533
CBC_HOWELL_JOLLY,100.0
CBC_HOWELL_JOLLY_days_before_surgery,100.0
CBC_HYPERSEGEMENTED_NEUTROPHILS,100.0
CBC_HYPERSEGEMENTED_NEUTROPHILS_days_before_surgery,100.0
CBC_HYPERSEGMENTED_NEUTROPHILS,100.0
CBC_HYPERSEGMENTED_NEUTROPHILS_days_before_surgery,100.0
CBC_HYPOCHROMASIA,99.68858131487889
CBC_HYPOCHROMASIA_days_before_surgery,99.68858131487889
CBC_HYPOLOBATED_NEUTROPHILS,100.0
CBC_HYPOLOBATED_NEUTROPHILS_days_before_surgery,100.0
CBC_IMMATURE_GRANULOCYTES,84.98269896193771
CBC_IMMATURE_GRANULOCYTES_days_before_surgery,84.98269896193771
CBC_IMMATURE_PLATELET_FRACTION,99.93079584775086
CBC_IMMATURE_PLATELET_FRACTION_days_before_surgery,99.93079584775086
CBC_LACTIC_ACID,100.0
CBC_LACTIC_ACID_days_before_surgery,100.0
CBC_LARGE_PLATELETS,99.93079584775086
CBC_LARGE_PLATELETS_days_before_surgery,99.93079584775086
CBC_LEFT_SHIFT,100.0
CBC_LEFT_SHIFT_days_before_surgery,100.0
CBC_LOT_NUM,99.55017301038063
CBC_LOT_NUM_days_before_surgery,99.55017301038063
CBC_LYMPHOCYTE,48.44290657439446
CBC_LYMPHOCYTES,99.20415224913495
CBC_LYMPHOCYTES_days_before_surgery,99.20415224913495
CBC_LYMPHOCYTE_PERCENT,99.8961937716263
CBC_LYMPHOCYTE_PERCENT_days_before_surgery,99.8961937716263
CBC_LYMPHOCYTE_days_before_surgery,48.44290657439446
CBC_MACROCYTOSIS,99.68858131487889
CBC_MACROCYTOSIS_days_before_surgery,99.68858131487889
CBC_MCH,48.37370242214533
CBC_MCHC,48.37370242214533
CBC_MCHC_days_before_surgery,48.37370242214533
CBC_MCH_days_before_surgery,48.37370242214533
CBC_MEOS,100.0
CBC_MEOS_days_before_surgery,100.0
CBC_MICROCYTOSIS,99.79238754325259
CBC_MICROCYTOSIS_days_before_surgery,99.79238754325259
CBC_MIXED_CELLS,99.82698961937716
CBC_MIXED_CELLS_days_before_surgery,99.82698961937716
CBC_MONOCYTES,48.200692041522494
CBC_MONOCYTES_days_before_surgery,48.200692041522494
CBC_MORPHOLOGY,100.0
CBC_MORPHOLOGY_days_before_surgery,100.0
CBC_MPV,59.930795847750865
CBC_MPV_days_before_surgery,59.930795847750865
CBC_NEUTROPHILS,48.339100346020764
CBC_NEUTROPHILS_days_before_surgery,48.339100346020764
CBC_NEUTROPHIL_BANDS,99.61937716262976
CBC_NEUTROPHIL_BANDS_days_before_surgery,99.61937716262976
CBC_NEUTROPHIL_METAMYELOCYTES,99.30795847750865
CBC_NEUTROPHIL_METAMYELOCYTES_days_before_surgery,99.30795847750865
CBC_NEUTROPHIL_MYELOCYTES,99.34256055363322
CBC_NEUTROPHIL_MYELOCYTES_days_before_surgery,99.34256055363322
CBC_NEUTROPHIL_PROMYELOCYTES,99.96539792387543
CBC_NEUTROPHIL_PROMYELOCYTES_days_before_surgery,99.96539792387543
CBC_NRBC_COUNT,83.04498269896193
CBC_NRBC_COUNT_days_before_surgery,83.04498269896193
CBC_OTHER_CELLS,100.0
CBC_OTHER_CELLS_days_before_surgery,100.0
CBC_OVALOCYTES,99.51557093425606
CBC_OVALOCYTES_days_before_surgery,99.51557093425606
CBC_PERFORMED,98.65051903114187
CBC_PERFORMED_days_before_surgery,98.65051903114187
CBC_PLASMA,99.82698961937716
CBC_PLASMA_days_before_surgery,99.82698961937716
CBC_PLATELET_CLUMPS,99.96539792387543
CBC_PLATELET_CLUMPS_days_before_surgery,99.96539792387543
CBC_PLATELET_COUNT,48.37370242214533
CBC_PLATELET_COUNT_days_before_surgery,48.37370242214533
CBC_PLATELET_MORPHOLOGY,98.4083044982699
CBC_PLATELET_MORPHOLOGY_days_before_surgery,98.4083044982699
CBC_POIKILOCYTOSIS,99.58477508650519
CBC_POIKILOCYTOSIS_days_before_surgery,99.58477508650519
CBC_POLYCHROMASIA,99.79238754325259
CBC_POLYCHROMASIA_days_before_surgery,99.79238754325259
CBC_RBC_COUNT,48.37370242214533
CBC_RBC_COUNT_days_before_surgery,48.37370242214533
CBC_RBC_MORPHOLOGY,98.4083044982699
CBC_RBC_MORPHOLOGY_days_before_surgery,98.4083044982699
CBC_RDW,48.37370242214533
CBC_RDW_days_before_surgery,48.37370242214533
CBC_REACTIVE_LYMPHOCYTE,99.58477508650519
CBC_REACTIVE_LYMPHOCYTES,99.93079584775086
CBC_REACTIVE_LYMPHOCYTES_days_before_surgery,99.93079584775086
CBC_REACTIVE_LYMPHOCYTE_days_before_surgery,99.58477508650519
