Column,Percent Missing
CBC_ABSOLUTE_BASOPHILS,50.207345971563974
CBC_ABSOLUTE_BASOPHILS_days_before_surgery,50.207345971563974
CBC_ABSOLUTE_BLASTS,99.98025276461296
CBC_ABSOLUTE_BLASTS_days_before_surgery,99.98025276461296
CBC_ABSOLUTE_EOSINOPHILS,50.14810426540285
CBC_ABSOLUTE_EOSINOPHILS_days_before_surgery,50.14810426540285
CBC_ABSOLUTE_IMMATURE_GRANULOCYTES,83.98499210110585
CBC_ABSOLUTE_IMMATURE_GRANULOCYTES_days_before_surgery,83.98499210110585
CBC_ABSOLUTE_LYMPHOCYTES,50.07898894154819
CBC_ABSOLUTE_LYMPHOCYTES_days_before_surgery,50.07898894154819
CBC_ABSOLUTE_MONOCYTES,50.3455766192733
CBC_ABSOLUTE_MONOCYTES_days_before_surgery,50.3455766192733
CBC_ABSOLUTE_NEUTROPHILS,50.08886255924171
CBC_ABSOLUTE_NEUTROPHILS_days_before_surgery,50.08886255924171
CBC_ABSOLUTE_NEUTROPHIL_BANDS,99.73341232227489
CBC_ABSOLUTE_NEUTROPHIL_BANDS_days_before_surgery,99.73341232227489
CBC_ABSOLUTE_NEUTROPHIL_METAMYELOCYTES,99.73341232227489
CBC_ABSOLUTE_NEUTROPHIL_METAMYELOCYTES_days_before_surgery,99.73341232227489
CBC_ABSOLUTE_NEUTROPHIL_MYELOCYTES,99.66429699842023
CBC_ABSOLUTE_NEUTROPHIL_MYELOCYTES_days_before_surgery,99.66429699842023
CBC_ABSOLUTE_NEUTROPHIL_PROMYELOCYTES,99.98025276461296
CBC_ABSOLUTE_NEUTROPHIL_PROMYELOCYTES_days_before_surgery,99.98025276461296
CBC_ABSOLUTE_PLASMA,100.0
CBC_ABSOLUTE_PLASMA_days_before_surgery,100.0
CBC_ABSOLUTE_REACTIVE_LYMPHOCYTE,99.68404423380727
CBC_ABSOLUTE_REACTIVE_LYMPHOCYTES,100.0
CBC_ABSOLUTE_REACTIVE_LYMPHOCYTES_days_before_surgery,100.0
CBC_ABSOLUTE_REACTIVE_LYMPHOCYTE_days_before_surgery,99.68404423380727
CBC_ABSOLUTE_SEGS,99.94075829383885
CBC_ABSOLUTE_SEGS_days_before_surgery,99.94075829383885
CBC_ACANTHOCYTES,99.99012638230647
CBC_ACANTHOCYTES_days_before_surgery,99.99012638230647
CBC_ANISOCYTOSIS,99.75315955766193
CBC_ANISOCYTOSIS_days_before_surgery,99.75315955766193
CBC_ASBOLUTE_MONOCYTES,99.32859399684044
CBC_ASBOLUTE_MONOCYTES_days_before_surgery,99.32859399684044
CBC_AUER_RODS,100.0
CBC_AUER_RODS_days_before_surgery,100.0
CBC_BASOPHILIC_STIPPLING,99.97037914691943
CBC_BASOPHILIC_STIPPLING_days_before_surgery,99.97037914691943
CBC_BASOPHILS,50.09873617693523
CBC_BASOPHILS_days_before_surgery,50.09873617693523
CBC_BLASTS,99.98025276461296
CBC_BLASTS_days_before_surgery,99.98025276461296
CBC_BURR,99.89139020537124
CBC_BURR_days_before_surgery,99.89139020537124
CBC_COMMENT,99.66429699842023
CBC_COMMENT_days_before_surgery,99.66429699842023
CBC_DIFFERENTIAL_BANDS,99.98025276461296
CBC_DIFFERENTIAL_BANDS_days_before_surgery,99.98025276461296
CBC_DIFFERENTIAL_TYPE,74.26935229067931
CBC_DIFFERENTIAL_TYPE_days_before_surgery,74.26935229067931
CBC_DOHLE,100.0
CBC_DOHLE_days_before_surgery,100.0
CBC_ELLIPTOCYTES,100.0
CBC_ELLIPTOCYTES_days_before_surgery,100.0
CBC_EOSINOPHILS,50.108609794628755
CBC_EOSINOPHILS_days_before_surgery,50.108609794628755
CBC_HEMATOCRIT,50.108609794628755
CBC_HEMATOCRIT_days_before_surgery,50.108609794628755
CBC_HEMOGLOBIN,50.06911532385466
CBC_HEMOGLOBIN_days_before_surgery,50.06911532385466
CBC_HOWELL_JOLLY,99.97037914691943
CBC_HOWELL_JOLLY_days_before_surgery,99.97037914691943
CBC_HYPERSEGEMENTED_NEUTROPHILS,100.0
CBC_HYPERSEGEMENTED_NEUTROPHILS_days_before_surgery,100.0
CBC_HYPERSEGMENTED_NEUTROPHILS,100.0
CBC_HYPERSEGMENTED_NEUTROPHILS_days_before_surgery,100.0
CBC_HYPOCHROMASIA,99.89139020537124
CBC_HYPOCHROMASIA_days_before_surgery,99.89139020537124
CBC_HYPOLOBATED_NEUTROPHILS,100.0
CBC_HYPOLOBATED_NEUTROPHILS_days_before_surgery,100.0
CBC_IMMATURE_GRANULOCYTES,88.576224328594
CBC_IMMATURE_GRANULOCYTES_days_before_surgery,88.576224328594
CBC_IMMATURE_PLATELET_FRACTION,99.97037914691943
CBC_IMMATURE_PLATELET_FRACTION_days_before_surgery,99.97037914691943
CBC_LACTIC_ACID,99.98025276461296
CBC_LACTIC_ACID_days_before_surgery,99.98025276461296
CBC_LARGE_PLATELETS,99.99012638230647
CBC_LARGE_PLATELETS_days_before_surgery,99.99012638230647
CBC_LEFT_SHIFT,100.0
CBC_LEFT_SHIFT_days_before_surgery,100.0
CBC_LOT_NUM,99.67417061611374
CBC_LOT_NUM_days_before_surgery,99.67417061611374
CBC_LYMPHOCYTE,50.207345971563974
CBC_LYMPHOCYTES,99.29897314375987
CBC_LYMPHOCYTES_days_before_surgery,99.29897314375987
CBC_LYMPHOCYTE_PERCENT,99.98025276461296
CBC_LYMPHOCYTE_PERCENT_days_before_surgery,99.98025276461296
CBC_LYMPHOCYTE_days_before_surgery,50.207345971563974
CBC_MACROCYTOSIS,99.85189573459715
CBC_MACROCYTOSIS_days_before_surgery,99.85189573459715
CBC_MCH,50.108609794628755
CBC_MCHC,50.11848341232228
CBC_MCHC_days_before_surgery,50.11848341232228
CBC_MCH_days_before_surgery,50.108609794628755
CBC_MEOS,100.0
CBC_MEOS_days_before_surgery,100.0
CBC_MICROCYTOSIS,99.83214849921012
CBC_MICROCYTOSIS_days_before_surgery,99.83214849921012
CBC_MIXED_CELLS,99.9111374407583
CBC_MIXED_CELLS_days_before_surgery,99.9111374407583
CBC_MONOCYTES,49.97037914691943
CBC_MONOCYTES_days_before_surgery,49.97037914691943
CBC_MORPHOLOGY,99.98025276461296
CBC_MORPHOLOGY_days_before_surgery,99.98025276461296
CBC_MPV,71.90955766192732
CBC_MPV_days_before_surgery,71.90955766192732
CBC_NEUTROPHILS,50.0
CBC_NEUTROPHILS_days_before_surgery,50.0
CBC_NEUTROPHIL_BANDS,99.70379146919431
CBC_NEUTROPHIL_BANDS_days_before_surgery,99.70379146919431
CBC_NEUTROPHIL_METAMYELOCYTES,99.69391785150079
CBC_NEUTROPHIL_METAMYELOCYTES_days_before_surgery,99.69391785150079
CBC_NEUTROPHIL_MYELOCYTES,99.6544233807267
CBC_NEUTROPHIL_MYELOCYTES_days_before_surgery,99.6544233807267
CBC_NEUTROPHIL_PROMYELOCYTES,99.98025276461296
CBC_NEUTROPHIL_PROMYELOCYTES_days_before_surgery,99.98025276461296
CBC_NRBC_COUNT,88.48736176935229
CBC_NRBC_COUNT_days_before_surgery,88.48736176935229
CBC_OTHER_CELLS,99.99012638230647
CBC_OTHER_CELLS_days_before_surgery,99.99012638230647
CBC_OVALOCYTES,99.67417061611374
CBC_OVALOCYTES_days_before_surgery,99.67417061611374
CBC_PERFORMED,98.97314375987362
CBC_PERFORMED_days_before_surgery,98.97314375987362
CBC_PLASMA,99.93088467614534
CBC_PLASMA_days_before_surgery,99.93088467614534
CBC_PLATELET_CLUMPS,100.0
CBC_PLATELET_CLUMPS_days_before_surgery,100.0
CBC_PLATELET_COUNT,50.06911532385466
CBC_PLATELET_COUNT_days_before_surgery,50.06911532385466
CBC_PLATELET_MORPHOLOGY,98.52883096366509
CBC_PLATELET_MORPHOLOGY_days_before_surgery,98.52883096366509
CBC_POIKILOCYTOSIS,99.84202211690362
CBC_POIKILOCYTOSIS_days_before_surgery,99.84202211690362
CBC_POLYCHROMASIA,99.71366508688784
CBC_POLYCHROMASIA_days_before_surgery,99.71366508688784
CBC_RBC_COUNT,50.108609794628755
CBC_RBC_COUNT_days_before_surgery,50.108609794628755
